name,site,subtypes,category,type,phone,full_address,city,latitude,longitude,rating,reviews_link,reviews_tags,photo,street_view
Om Sai PG & Mens Hostel,,"Hostel, Boys' hostel",Student dormitory,Hostel,+91 94907 03149,"Plot No. 17, behind Times Office, near Image Hospital, Arunodaya Colony, Sri Sai Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4443975,78.3873374,3,"https://search.google.com/local/reviews?placeid=ChIJFUyENF6RyzsRQN_AMI8ZRMQ&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFEtTh3bE0G8xIiABDEsfAojfhmoLgd3RMUYfk0J0HwwOkUCDJc4kWxtdEJiY9jJyUwswTp8_trxuxhIWDgjhk5u3s6mRGZm3EAlG1zlXCrQ_YcrBiUfBEKvXD77VcXEIGEFX3fAeRfayoHy8Q7WKedtswES_87DIlLV9NYMGHCEQNVWAVHY5YgAS2C0np_EpWA9-E=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFEtTh3bE0G8xIiABDEsfAojfhmoLgd3RMUYfk0J0HwwOkUCDJc4kWxtdEJiY9jJyUwswTp8_trxuxhIWDgjhk5u3s6mRGZm3EAlG1zlXCrQ_YcrBiUfBEKvXD77VcXEIGEFX3fAeRfayoHy8Q7WKedtswES_87DIlLV9NYMGHCEQNVWAVHY5YgAS2C0np_EpWA9-E=w1600-h1000-k-no
Vajra Men's Hostel,,"Boys' hostel, Backpacker Hostel",Boys' hostel,Boys' hostel,+91 88979 10695,"Plot.No.66, Jai Hind Gandhi Rd, VIP Hills, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.44616,78.3886541,3.3,"https://search.google.com/local/reviews?placeid=ChIJW4H-omCRyzsRbMH-6_e3p8w&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPxttwmhCRt19A0_pBN_bp2_aFbjnIINcwSa2gu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPxttwmhCRt19A0_pBN_bp2_aFbjnIINcwSa2gu=w1600-h1000-k-no
Hivee-1 Co Living space,,"Backpacker Hostel, Boys' hostel, Extended stay hotel, Girls' hostel, Hostel, Inn, Service Apartment",Student dormitory,Backpacker Hostel,+91 70322 26608,"Door No 1, H&M Vijay Sai Ganesh, Near Skyla Hotel, 98/5/4/B, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4455514,78.3821521,4.3,"https://search.google.com/local/reviews?placeid=ChIJWw3I2pKTyzsRN66R4jvxfns&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOn7ZVLa4XZ5GTPI-mJm79bpe5uOZXGoRBWjZka=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOn7ZVLa4XZ5GTPI-mJm79bpe5uOZXGoRBWjZka=w1600-h1000-k-no
TVR Executive Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 88850 15054,"Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4441564,78.3880065,3.8,"https://search.google.com/local/reviews?placeid=ChIJ5SupOV6RyzsRfPAlrwG8W4A&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipO5kzxtcBNFQJJI1-DPcFkRNfhsXmI1HCkp4r5e=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO5kzxtcBNFQJJI1-DPcFkRNfhsXmI1HCkp4r5e=w1600-h1000-k-no
Manikanta mens pg,,"Boys' hostel, Backpacker Hostel",Boys' hostel,Boys' hostel,+91 97001 06067,"Ahobilam Apartments, 11, Arunodaya Colony, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.445353,78.3886568,4.1,"https://search.google.com/local/reviews?placeid=ChIJdb7dOMSRyzsRvSwDV967Gpg&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOf8MlT-zcJvrLvdiMNIYRH_iYMXakBVlwGOCgK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOf8MlT-zcJvrLvdiMNIYRH_iYMXakBVlwGOCgK=w1600-h1000-k-no
Estay PG Beta,,Hostel,Student dormitory,Hostel,,"H. No 1-90, 7B/137, 6th avenue, behind The Westin Hotel Road, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4433034,78.3818732,4.4,"https://search.google.com/local/reviews?placeid=ChIJVdPcbB-TyzsRA5-Gn9L7h9E&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNJ8GnMR9xPSom-HpfBqURegGOlXcsSUR8lskco=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNJ8GnMR9xPSom-HpfBqURegGOlXcsSUR8lskco=w1600-h1000-k-no
Sai Siva Hostel,,"Backpacker Hostel, Hostel",Student dormitory,Backpacker Hostel,+91 99480 05449,"33/6 2-56/33, 6/1, Ayyappa Society Main Rd, Sri Sai Nagar, Madhapur, Telangana 500081",Hyderabad,17.444088,78.3921972,2.9,"https://search.google.com/local/reviews?placeid=ChIJJQsPo12RyzsRc559tF71mpw&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOpmNSm7why3H0VZl6EaxHYTfnUHpj7QOytOVay=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOpmNSm7why3H0VZl6EaxHYTfnUHpj7QOytOVay=w1600-h1000-k-no
KSR WOMENS HOSTEL,,Hostel,Student dormitory,Hostel,+91 92913 35236,"3rd Avenue, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4434586,78.3823795,4.2,"https://search.google.com/local/reviews?placeid=ChIJ50V4m7OTyzsREWwvhOLYVMM&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipN-xSkgGqZiNlrn9J10zjqQV8RTQMqLPEwcmpOI=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN-xSkgGqZiNlrn9J10zjqQV8RTQMqLPEwcmpOI=w1600-h1000-k-no
Anjali's Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 97011 13464,"Plot No: 92, Mindspace Madhapur Rd, Vittal Rao Nagar, Madhapur, Gafoornagar, Hyderabad, Telangana 500081","Gafoornagar, Hyderabad",17.4391182,78.3849815,4.5,"https://search.google.com/local/reviews?placeid=ChIJtTK6nT-RyzsRJsD_jz-P35M&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMtZjfXfGOxMjKdcFvCU59rCK9-hStGOixFZ4M=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMtZjfXfGOxMjKdcFvCU59rCK9-hStGOixFZ4M=w1600-h1000-k-no
Shiva Balaji Women's Hostel - Madhapur,,"Working women's hostel, Hostel",Working women's hostel,Working women's hostel,+91 84211 33864,"Metro Pillar No.1718, Andhra Basthi, 2-12/1, Guttala_Begumpet, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4398654,78.3946931,2.3,"https://search.google.com/local/reviews?placeid=ChIJqVzL8mWRyzsR_7wSAN_l09g&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMJw-kXXTTMaOYzTdZaZibc0jx_T0Jqx-d5JUlO=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMJw-kXXTTMaOYzTdZaZibc0jx_T0Jqx-d5JUlO=w1600-h1000-k-no
Sree padmajaa women's hostel and PG,,Girls' hostel,Girls' hostel,Girls' hostel,+91 95150 66566,"Plot no 51, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.442045,78.3909189,4.8,"https://search.google.com/local/reviews?placeid=ChIJtcHfmoyRyzsRsZoh0A06SJk&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMx1GOV5yCLJ5Ev_vSQj5JzCGsOYA3Q9EK6-RV-=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMx1GOV5yCLJ5Ev_vSQj5JzCGsOYA3Q9EK6-RV-=w1600-h1000-k-no
Bhagya Lakshmi PG Women's Accommodation,https://bhagyalakshmipg.in/,Working women's hostel,Working women's hostel,Working women's hostel,+91 73374 43356,"Allampalli residency, beside Google Office, Jains Colony, Sreebagh Colony, HITEC City, Kondapur, Kothaguda, Telangana 500084","Kondapur, Kothaguda",17.4592973,78.3714456,4.6,"https://search.google.com/local/reviews?placeid=ChIJX81-Ns6TyzsRiAhV4OjxYQ4&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPXRNnDjrmVCu4PWR0-CF8raVwRz-IJWGzM3FNc=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPXRNnDjrmVCu4PWR0-CF8raVwRz-IJWGzM3FNc=w1600-h1000-k-no
Sai Grand Womens' PG Madhapur,https://saigrandwomenspghyderabad.com/,"Working women's hostel, Girls' hostel",Working women's hostel,Working women's hostel,+91 99918 68868,"Plot No 126, Road 7, Delta Towers Ayyappa Society Madhapur near, behind CGR International School, Hyderabad, Telangana 500081",Hyderabad,17.447758,78.391032,4.4,"https://search.google.com/local/reviews?placeid=ChIJOVNP97SRyzsR9mFGhRGoa3k&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipM_mzYj2eiQrVuk8L3AftAI1uKq7QEUlUNPAhrj=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM_mzYj2eiQrVuk8L3AftAI1uKq7QEUlUNPAhrj=w1600-h1000-k-no
"RITZ WOMENS HOSTEL(ladies pg in Hitech city, PG in Hitech city, Working women's pg in Hitech City)",,Girls' hostel,Girls' hostel,Girls' hostel,+91 81437 55869,"SBSR EMERALD, H No 1-98/6/79/22-B ,SBSR Emerald, Jubilee Enclave, Hyderabad, Telangana 500081",Hyderabad,17.4546878,78.3764686,4.1,"https://search.google.com/local/reviews?placeid=ChIJiSJjQUyTyzsRDxE2Gt_p9LM&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMuqDWlvwXhT0HWxiZ6044LseDgl1SybK0bJFMw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMuqDWlvwXhT0HWxiZ6044LseDgl1SybK0bJFMw=w1600-h1000-k-no
Sri Sai Krupa Nilayam - Working Womens Hostel,,"Working women's hostel, Girls' hostel",Girls' hostel,Working women's hostel,+91 94406 78444,"Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4401762,78.3840417,3.5,"https://search.google.com/local/reviews?placeid=ChIJq-TP_OGTyzsR4ZfaICKoZU0&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOimz1hDhZzz0j7S3cVbPclmHiBCHWitpFqFnG_=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOimz1hDhZzz0j7S3cVbPclmHiBCHWitpFqFnG_=w1600-h1000-k-no
Sri Nidhi Grand PG For Women's,,Working women's hostel,Working women's hostel,Working women's hostel,+91 91007 44555,"police station, Guttala Begumpet, madhapur beside lane of madhapur, 1-44, Hyderabad, Telangana 500081",Hyderabad,17.4401828,78.3958556,3.6,"https://search.google.com/local/reviews?placeid=ChIJG2SGVUORyzsRt2gtVTBSKIw&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPE3GLhm2MrOO5DK7-6FmlNqbG48tH9p87MharT=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPE3GLhm2MrOO5DK7-6FmlNqbG48tH9p87MharT=w1600-h1000-k-no
Dwaraka Nilayam PG for Women,,Working women's hostel,Working women's hostel,Working women's hostel,+91 73375 56677,"Plot No. 126, Mytri Nilayam, 127, near Reliance Fresh, Hanuman Nagar, Kondapur, Kothaguda, Telangana 500084","Kothaguda, Hyderabad",17.4633025,78.3694283,4.2,"https://search.google.com/local/reviews?placeid=ChIJraqqB86TyzsRnmP0dmYoySA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipP9jk_OxyfjRrjGFkTh3ln3EV7VRtugtqVKBNyu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP9jk_OxyfjRrjGFkTh3ln3EV7VRtugtqVKBNyu=w1600-h1000-k-no
Sri venkat sai womens hostel.,,Hostel,Student dormitory,Hostel,+91 94901 80266,"Hno:-1-98/17, Sri Sai Nagar, Madhapur, near hi-tech theater, Hyderabad, Telangana 500081",Hyderabad,17.4435841,78.3881308,4.5,"https://search.google.com/local/reviews?placeid=ChIJQ7ucr_2RyzsR_eFnkoBJKGk&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPMhGK5PHb4nEH3r6Xav8S9WZvJeI2leSW2IFyU=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPMhGK5PHb4nEH3r6Xav8S9WZvJeI2leSW2IFyU=w1600-h1000-k-no
Thirumala Executive Women's Hostel,,Hostel,Student dormitory,Hostel,+91 97004 62607,11 Arunodaya Colony Sri Sai Nagar Madhapur Sri Sai Nagar Madhapur Hyderabad Telangana 500081 Republic,Hyderabad,17.4466756,78.387567,4.2,"https://search.google.com/local/reviews?placeid=ChIJOa0vjGCRyzsRW_0pNAQysrU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNrJpaflb8aVmLLXXAmIOlCKt1ltoJZJho3CatE=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNrJpaflb8aVmLLXXAmIOlCKt1ltoJZJho3CatE=w1600-h1000-k-no
Sai Kuteer Executive P.G for Women,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99125 73553,"1-98/21/N, P, 22/A, Jai Hind Gandhi Rd, VIP Hills, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4464359,78.3885992,4.2,"https://search.google.com/local/reviews?placeid=ChIJK-2nVw-RyzsROjsBeiaO79g&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOjTWucdeDy02q7jHeXAbfGVblKg8W793lh-XA0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOjTWucdeDy02q7jHeXAbfGVblKg8W793lh-XA0=w1600-h1000-k-no
VRINDA WOMEN'S HOSTEL,,"Working women's hostel, Backpacker Hostel",Hostel,Working women's hostel,,"Road No. 7, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4472785,78.3908824,4.1,"https://search.google.com/local/reviews?placeid=ChIJu9KGg0-RyzsRIZj2OkZ5Poo&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOcTj45h2hwjqZH3bAemCMSiM6qelml_4ZXk1NA=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOcTj45h2hwjqZH3bAemCMSiM6qelml_4ZXk1NA=w1600-h1000-k-no
Sri Laxmi Balaji Womens Delux Hostel Madhapur,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99634 29522,"opp:state bank of india, Plot no- 4, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4419145,78.3922179,3.9,"https://search.google.com/local/reviews?placeid=ChIJAVegW1yRyzsRsVLY1Ci2TG8&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOLeYViGcKTknd6QSoYkkwkJfatxBj7AxsPTwIK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOLeYViGcKTknd6QSoYkkwkJfatxBj7AxsPTwIK=w1600-h1000-k-no
Tulips Avenue Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 80194 93294,"Plot no: 1, Capital Pk Rd, Cyber Hills Colony, Arunodaya Colony, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4481331,78.3864032,3.7,"https://search.google.com/local/reviews?placeid=ChIJvbjGkguRyzsRKlNtg1V1rSE&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOla_qnsQaQuefCIAw1lnZRhI8OL9QlKgMwZi0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOla_qnsQaQuefCIAw1lnZRhI8OL9QlKgMwZi0=w1600-h1000-k-no
Sai Niwas Luxury Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99667 27609,"Plot no-1, 95/5/79, Cyber Gateway Rd, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.445157,78.3790306,3,"https://search.google.com/local/reviews?placeid=ChIJdeL8HN6TyzsRATC6X-OQ6gI&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipN3s--LMNIUtlRHMMUy19bfJxrGvZjmjw-cEJR9=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN3s--LMNIUtlRHMMUy19bfJxrGvZjmjw-cEJR9=w1600-h1000-k-no
Sri Srinivasa executive women’s hostel,,"Girls' hostel, Backpacker Hostel",Girls' hostel,Girls' hostel,+91 91338 18780,"Ho No:1, 98/9/6, opp. DenaBank line, Arunodaya Colony, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4461965,78.3881307,3.5,"https://search.google.com/local/reviews?placeid=ChIJTR6YDVyRyzsR214UqRAZuSQ&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNtO0I9lVw-FRSR4PRP3gdQ4wPS06DM-eSMOQn1=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNtO0I9lVw-FRSR4PRP3gdQ4wPS06DM-eSMOQn1=w1600-h1000-k-no
Shambhavi pg for women's,,"Working women's hostel, Hostel, Student housing center, Girls' hostel",Girls' hostel,Working women's hostel,,"H.no:1-115, madhapur,guttala begumpet Opposite lane to Metro Piller no.1720, Hyderabad, Telangana 500081",Hyderabad,17.4396844,78.3944678,3.2,"https://search.google.com/local/reviews?placeid=ChIJXcpCxyqRyzsRtLxJTnWA2j0&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMGuaiWghvuka4W5KoPBXLoT9K0nIXY6w8CtqXk=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMGuaiWghvuka4W5KoPBXLoT9K0nIXY6w8CtqXk=w1600-h1000-k-no
Sri sai women's pg house,,"Working women's hostel, Girls' hostel",Working women's hostel,Working women's hostel,+91 95730 53148,"Ayyappa Society Main Rd, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4461127,78.3921593,3.4,"https://search.google.com/local/reviews?placeid=ChIJYbtffGeRyzsRdFbnNmBBitw&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNHFgRvQustKJQnAiZYAqLwMMKiWz2l9QomipcE=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNHFgRvQustKJQnAiZYAqLwMMKiWz2l9QomipcE=w1600-h1000-k-no
Jyothirmayi Working Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 90006 30022,"1-98/14/10, Plot.No.147, Arunodaya Colony ,Madhapur, near SBI Bank, Hyderabad, Telangana 500081",Hyderabad,17.4439293,78.3879046,3.3,"https://search.google.com/local/reviews?placeid=ChIJ1UIYRl6RyzsRzOaJtD_9G04&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFzTHJnl9eMbs-KB-dCzxgiHEuEmgrFSLbRVPYDLc9KY_ciotFd5QrD9rV6hsY720DS33TQq-g_gyECGVQgfdvcH3_U8_tsuGspWI7lsq9PNcUiUA9810nUcAXBFasWKmCGhNV6Rqfr0ME7Hf8mMTERuqPlp_bOrJ5NWVPu3vCLHWAtUSofaREkXiOZzLIjuHh6eA=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFzTHJnl9eMbs-KB-dCzxgiHEuEmgrFSLbRVPYDLc9KY_ciotFd5QrD9rV6hsY720DS33TQq-g_gyECGVQgfdvcH3_U8_tsuGspWI7lsq9PNcUiUA9810nUcAXBFasWKmCGhNV6Rqfr0ME7Hf8mMTERuqPlp_bOrJ5NWVPu3vCLHWAtUSofaREkXiOZzLIjuHh6eA=w1600-h1000-k-no
Sirisha Working Women's Hostel,,"Working women's hostel, Backpacker Hostel",Working women's hostel,Working women's hostel,+91 83748 40397,"Flat No.1, Ayyappa Society, 98/90/3, Ayyappa Society Main Rd, opp. Petrol Bunk, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4430049,78.3915992,3.3,"https://search.google.com/local/reviews?placeid=ChIJm7v2s12RyzsR9P62-IggxG4&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFmi4ILbZrcPWnHN5Awkv19nIxFzBBpHu72o1QzDigM-2p9rBH1X21GAMJiRknzwSAtb_lXMIx3y1serpx56R1Ej1svxSLv8dpgHwGrieVBJWJ-S1b8XVEe2TI_fPSugUW7a3rwYSpCpzn6tWQm8PE1MCe6vguPOhWdwxuitrcL-lNDxfI_pRSuB86qf4A2sB3VG58=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFmi4ILbZrcPWnHN5Awkv19nIxFzBBpHu72o1QzDigM-2p9rBH1X21GAMJiRknzwSAtb_lXMIx3y1serpx56R1Ej1svxSLv8dpgHwGrieVBJWJ-S1b8XVEe2TI_fPSugUW7a3rwYSpCpzn6tWQm8PE1MCe6vguPOhWdwxuitrcL-lNDxfI_pRSuB86qf4A2sB3VG58=w1600-h1000-k-no
Sri pravallika women's hostel,,"Working women's hostel, Women's shelter",Working women's hostel,Working women's hostel,+91 91774 41249,"Gardenia Mabuhay, 21, Ceon Road, Jayabheri Pine Valley, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.429861,78.369941,4.7,"https://search.google.com/local/reviews?placeid=ChIJlSVIKp2TyzsRtCzVXXdbq0k&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPEzOYMlv62nB5kAygua6trmlHel0nbt6gKc8t3=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPEzOYMlv62nB5kAygua6trmlHel0nbt6gKc8t3=w1600-h1000-k-no
Om Sri Sai Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,,"Huda Techno Enclave Rd, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4460743,78.3823939,3.9,"https://search.google.com/local/reviews?placeid=ChIJNf-CxN-TyzsRFTTvM5SPk9A&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNIZO0jdPjW7Ki5lfK8ROukPGk5jhz5lE2hK91C=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNIZO0jdPjW7Ki5lfK8ROukPGk5jhz5lE2hK91C=w1600-h1000-k-no
Sandarshini Working Womens Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9VR+MV9, Ayyappa Society, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4441612,78.3922231,4.5,"https://search.google.com/local/reviews?placeid=ChIJO1HpvF2RyzsR83RRwGCzStg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zm0Y__RyNBFDzKYdroxW7g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=134.75146&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zm0Y__RyNBFDzKYdroxW7g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=134.75146&pitch=0&thumbfov=100
Sravanth grand women's hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9XR+8H5, 60 Feet Rd, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4482611,78.391488,3.2,"https://search.google.com/local/reviews?placeid=ChIJ55rTGGeRyzsRwQuaxJ2TcYc&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n9TJhi8juFrhZmxspgCllw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=68.46238&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n9TJhi8juFrhZmxspgCllw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=68.46238&pitch=0&thumbfov=100
SRI MUKHUNDHA LADIES HOSTEL & PG,,Working women's hostel,Working women's hostel,Working women's hostel,,"H No 1, Prashanth Towers, 98/H/16/22, Arunodaya Colony, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4469948,78.3876798,5,"https://search.google.com/local/reviews?placeid=ChIJVxeu6K-RyzsR5gBXFPglfvA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iOcZlh-iETU-NvFVBzmNiw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=349.01086&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPHbuVxg5VE5qNAHQYtTYN8Q2EXnEdkBjkVvL3K=w1600-h1000-k-no
